identifier,compound_name,wyckoff
ABILOM,"2,6,8,12-Tetrathia-1,7(2,7)-ditropona-4,10(1,3)-dibenzenacyclododecaphane",A15B12CD2_mP240_14_30e_24e_2e_4e:C-H-O-S
ABILOO,Dimesityl((4-methylphenyl)ethynyl)phosphine,A27B29C_aP114_2_27i_29i_i:C-H-P
ABILOO,Dimesityl((4-methylphenyl)ethynyl)phosphine,A27B29C_aP114_2_27i_29i_i:C-H-P
ABILOO,Dimesityl((4-methylphenyl)ethynyl)phosphine,A27B29C_aP114_2_27i_29i_i:C-H-P
ABILOO,Dimesityl((4-methylphenyl)ethynyl)phosphine,A27B29C_aP114_2_27i_29i_i:C-H-P
ABILOO,Dimesityl((4-methylphenyl)ethynyl)phosphine,A27B29C_aP114_2_27i_29i_i:C-H-P
ABILOO,Dimesityl((4-methylphenyl)ethynyl)phosphine,A27B29C_aP114_2_27i_29i_i:C-H-P
ABILOO,Dimesityl((4-methylphenyl)ethynyl)phosphine,A27B29C_aP114_2_27i_29i_i:C-H-P
ABILPU10,"3,8,12,17-Tetraethyl-4,5-dimethoxy-2,7,13,18-tetramethyl-4,5-dihydro-bilin-1,19(21H,24H)-dione n-hexane solvate",A9B11CD_aP176_2_36i_44i_4i_4i:C-H-N-O
ABILPU10,"3,8,12,17-Tetraethyl-4,5-dimethoxy-2,7,13,18-tetramethyl-4,5-dihydro-bilin-1,19(21H,24H)-dione n-hexane solvate",A9B11CD_aP176_2_36i_44i_4i_4i:C-H-N-O
ABILPU10,"3,8,12,17-Tetraethyl-4,5-dimethoxy-2,7,13,18-tetramethyl-4,5-dihydro-bilin-1,19(21H,24H)-dione n-hexane solvate",A9B11CD_aP176_2_36i_44i_4i_4i:C-H-N-O
ABILPU10,"3,8,12,17-Tetraethyl-4,5-dimethoxy-2,7,13,18-tetramethyl-4,5-dihydro-bilin-1,19(21H,24H)-dione n-hexane solvate",A9B11CD_aP176_2_36i_44i_4i_4i:C-H-N-O
ABILPU10,"3,8,12,17-Tetraethyl-4,5-dimethoxy-2,7,13,18-tetramethyl-4,5-dihydro-bilin-1,19(21H,24H)-dione n-hexane solvate",A9B11CD_aP176_2_36i_44i_4i_4i:C-H-N-O
ABILPU10,"3,8,12,17-Tetraethyl-4,5-dimethoxy-2,7,13,18-tetramethyl-4,5-dihydro-bilin-1,19(21H,24H)-dione n-hexane solvate",A9B11CD_aP176_2_36i_44i_4i_4i:C-H-N-O
ABILPU10,"3,8,12,17-Tetraethyl-4,5-dimethoxy-2,7,13,18-tetramethyl-4,5-dihydro-bilin-1,19(21H,24H)-dione n-hexane solvate",A9B11CD_aP176_2_36i_44i_4i_4i:C-H-N-O
ABILPU10,"3,8,12,17-Tetraethyl-4,5-dimethoxy-2,7,13,18-tetramethyl-4,5-dihydro-bilin-1,19(21H,24H)-dione n-hexane solvate",A9B11CD_aP176_2_36i_44i_4i_4i:C-H-N-O
ABILPU10,"3,8,12,17-Tetraethyl-4,5-dimethoxy-2,7,13,18-tetramethyl-4,5-dihydro-bilin-1,19(21H,24H)-dione n-hexane solvate",A9B11CD_aP176_2_36i_44i_4i_4i:C-H-N-O
ABILPU10,"3,8,12,17-Tetraethyl-4,5-dimethoxy-2,7,13,18-tetramethyl-4,5-dihydro-bilin-1,19(21H,24H)-dione n-hexane solvate",A9B11CD_aP176_2_36i_44i_4i_4i:C-H-N-O
ABILPU10,"3,8,12,17-Tetraethyl-4,5-dimethoxy-2,7,13,18-tetramethyl-4,5-dihydro-bilin-1,19(21H,24H)-dione n-hexane solvate",A9B11CD_aP176_2_36i_44i_4i_4i:C-H-N-O
ABILPU10,"3,8,12,17-Tetraethyl-4,5-dimethoxy-2,7,13,18-tetramethyl-4,5-dihydro-bilin-1,19(21H,24H)-dione n-hexane solvate",A9B11CD_aP176_2_36i_44i_4i_4i:C-H-N-O
ABILPU10,"3,8,12,17-Tetraethyl-4,5-dimethoxy-2,7,13,18-tetramethyl-4,5-dihydro-bilin-1,19(21H,24H)-dione n-hexane solvate",A9B11CD_aP176_2_36i_44i_4i_4i:C-H-N-O
ABILPU10,"3,8,12,17-Tetraethyl-4,5-dimethoxy-2,7,13,18-tetramethyl-4,5-dihydro-bilin-1,19(21H,24H)-dione n-hexane solvate",A9B11CD_aP176_2_36i_44i_4i_4i:C-H-N-O
ABILPU10,"3,8,12,17-Tetraethyl-4,5-dimethoxy-2,7,13,18-tetramethyl-4,5-dihydro-bilin-1,19(21H,24H)-dione n-hexane solvate",A9B11CD_aP176_2_36i_44i_4i_4i:C-H-N-O
ABILPU10,"3,8,12,17-Tetraethyl-4,5-dimethoxy-2,7,13,18-tetramethyl-4,5-dihydro-bilin-1,19(21H,24H)-dione n-hexane solvate",A9B11CD_aP176_2_36i_44i_4i_4i:C-H-N-O
ABILPU10,"3,8,12,17-Tetraethyl-4,5-dimethoxy-2,7,13,18-tetramethyl-4,5-dihydro-bilin-1,19(21H,24H)-dione n-hexane solvate",A9B11CD_aP176_2_36i_44i_4i_4i:C-H-N-O
ABILPU10,"3,8,12,17-Tetraethyl-4,5-dimethoxy-2,7,13,18-tetramethyl-4,5-dihydro-bilin-1,19(21H,24H)-dione n-hexane solvate",A9B11CD_aP176_2_36i_44i_4i_4i:C-H-N-O
ABILPU10,"3,8,12,17-Tetraethyl-4,5-dimethoxy-2,7,13,18-tetramethyl-4,5-dihydro-bilin-1,19(21H,24H)-dione n-hexane solvate",A9B11CD_aP176_2_36i_44i_4i_4i:C-H-N-O
ABILUS,"2,10,11,19-Tetrathiatetracyclo(18.4.1.14,8.113,17)heptacosa-4,6,8(26),13,15,17(27),20,22,24-nonaen-25-one",A23B20CD4_mP192_14_23e_20e_e_4e:C-H-O-S
ABILUS,"2,10,11,19-Tetrathiatetracyclo(18.4.1.14,8.113,17)heptacosa-4,6,8(26),13,15,17(27),20,22,24-nonaen-25-one",A23B20CD4_mP192_14_23e_20e_e_4e:C-H-O-S
ABILUS,"2,10,11,19-Tetrathiatetracyclo(18.4.1.14,8.113,17)heptacosa-4,6,8(26),13,15,17(27),20,22,24-nonaen-25-one",A23B20CD4_mP192_14_23e_20e_e_4e:C-H-O-S
ABILUS,"2,10,11,19-Tetrathiatetracyclo(18.4.1.14,8.113,17)heptacosa-4,6,8(26),13,15,17(27),20,22,24-nonaen-25-one",A23B20CD4_mP192_14_23e_20e_e_4e:C-H-O-S
ABILUU,(2-(bis(Pentafluorophenyl)boranyl)-1-p-tolyl-2-(pentafluorophenyl)ethenyl)(dimesityl)phosphane,AB45C15D29E_aP182_2_i_45i_15i_29i_i:B-C-F-H-P
ABILUU,(2-(bis(Pentafluorophenyl)boranyl)-1-p-tolyl-2-(pentafluorophenyl)ethenyl)(dimesityl)phosphane,AB45C15D29E_aP182_2_i_45i_15i_29i_i:B-C-F-H-P
ABILUU,(2-(bis(Pentafluorophenyl)boranyl)-1-p-tolyl-2-(pentafluorophenyl)ethenyl)(dimesityl)phosphane,AB45C15D29E_aP182_2_i_45i_15i_29i_i:B-C-F-H-P
ABILUU,(2-(bis(Pentafluorophenyl)boranyl)-1-p-tolyl-2-(pentafluorophenyl)ethenyl)(dimesityl)phosphane,AB45C15D29E_aP182_2_i_45i_15i_29i_i:B-C-F-H-P
ABILUU,(2-(bis(Pentafluorophenyl)boranyl)-1-p-tolyl-2-(pentafluorophenyl)ethenyl)(dimesityl)phosphane,AB45C15D29E_aP182_2_i_45i_15i_29i_i:B-C-F-H-P
ABILUU,(2-(bis(Pentafluorophenyl)boranyl)-1-p-tolyl-2-(pentafluorophenyl)ethenyl)(dimesityl)phosphane,AB45C15D29E_aP182_2_i_45i_15i_29i_i:B-C-F-H-P
ABILUU,(2-(bis(Pentafluorophenyl)boranyl)-1-p-tolyl-2-(pentafluorophenyl)ethenyl)(dimesityl)phosphane,AB45C15D29E_aP182_2_i_45i_15i_29i_i:B-C-F-H-P
ABIMAB,"tris(Pentafluorophenyl)(1,1-dimesityl-3-p-tolyl-1H-phosphireniuim-2-yl)borate dichloromethane n-pentane solvate",AB48CD15E36F_oP816_29_2a_96a_2a_30a_72a_2a:B-C-Cl-F-H-P
ABIMAB,"tris(Pentafluorophenyl)(1,1-dimesityl-3-p-tolyl-1H-phosphireniuim-2-yl)borate dichloromethane n-pentane solvate",AB48CD15E36F_oP816_29_2a_96a_2a_30a_72a_2a:B-C-Cl-F-H-P
ABIMAB,"tris(Pentafluorophenyl)(1,1-dimesityl-3-p-tolyl-1H-phosphireniuim-2-yl)borate dichloromethane n-pentane solvate",AB48CD15E36F_oP816_29_2a_96a_2a_30a_72a_2a:B-C-Cl-F-H-P
ABIMAB,"tris(Pentafluorophenyl)(1,1-dimesityl-3-p-tolyl-1H-phosphireniuim-2-yl)borate dichloromethane n-pentane solvate",AB48CD15E36F_oP816_29_2a_96a_2a_30a_72a_2a:B-C-Cl-F-H-P
ABIMAB,"tris(Pentafluorophenyl)(1,1-dimesityl-3-p-tolyl-1H-phosphireniuim-2-yl)borate dichloromethane n-pentane solvate",AB48CD15E36F_oP816_29_2a_96a_2a_30a_72a_2a:B-C-Cl-F-H-P
ABIMAB,"tris(Pentafluorophenyl)(1,1-dimesityl-3-p-tolyl-1H-phosphireniuim-2-yl)borate dichloromethane n-pentane solvate",AB48CD15E36F_oP816_29_2a_96a_2a_30a_72a_2a:B-C-Cl-F-H-P
ABIMAB,"tris(Pentafluorophenyl)(1,1-dimesityl-3-p-tolyl-1H-phosphireniuim-2-yl)borate dichloromethane n-pentane solvate",AB48CD15E36F_oP816_29_2a_96a_2a_30a_72a_2a:B-C-Cl-F-H-P
ABIMAB,"tris(Pentafluorophenyl)(1,1-dimesityl-3-p-tolyl-1H-phosphireniuim-2-yl)borate dichloromethane n-pentane solvate",AB48CD15E36F_oP816_29_2a_96a_2a_30a_72a_2a:B-C-Cl-F-H-P
ABIMAB,"tris(Pentafluorophenyl)(1,1-dimesityl-3-p-tolyl-1H-phosphireniuim-2-yl)borate dichloromethane n-pentane solvate",AB48CD15E36F_oP816_29_2a_96a_2a_30a_72a_2a:B-C-Cl-F-H-P
ABIMAB,"tris(Pentafluorophenyl)(1,1-dimesityl-3-p-tolyl-1H-phosphireniuim-2-yl)borate dichloromethane n-pentane solvate",AB48CD15E36F_oP816_29_2a_96a_2a_30a_72a_2a:B-C-Cl-F-H-P
ABIMAB,"tris(Pentafluorophenyl)(1,1-dimesityl-3-p-tolyl-1H-phosphireniuim-2-yl)borate dichloromethane n-pentane solvate",AB48CD15E36F_oP816_29_2a_96a_2a_30a_72a_2a:B-C-Cl-F-H-P
ABIMAB,"tris(Pentafluorophenyl)(1,1-dimesityl-3-p-tolyl-1H-phosphireniuim-2-yl)borate dichloromethane n-pentane solvate",AB48CD15E36F_oP816_29_2a_96a_2a_30a_72a_2a:B-C-Cl-F-H-P
ABIMAB,"tris(Pentafluorophenyl)(1,1-dimesityl-3-p-tolyl-1H-phosphireniuim-2-yl)borate dichloromethane n-pentane solvate",AB48CD15E36F_oP816_29_2a_96a_2a_30a_72a_2a:B-C-Cl-F-H-P
ABIMAB,"tris(Pentafluorophenyl)(1,1-dimesityl-3-p-tolyl-1H-phosphireniuim-2-yl)borate dichloromethane n-pentane solvate",AB48CD15E36F_oP816_29_2a_96a_2a_30a_72a_2a:B-C-Cl-F-H-P
ABIMAB,"tris(Pentafluorophenyl)(1,1-dimesityl-3-p-tolyl-1H-phosphireniuim-2-yl)borate dichloromethane n-pentane solvate",AB48CD15E36F_oP816_29_2a_96a_2a_30a_72a_2a:B-C-Cl-F-H-P
ABIMAB,"tris(Pentafluorophenyl)(1,1-dimesityl-3-p-tolyl-1H-phosphireniuim-2-yl)borate dichloromethane n-pentane solvate",AB48CD15E36F_oP816_29_2a_96a_2a_30a_72a_2a:B-C-Cl-F-H-P
ABIMAB,"tris(Pentafluorophenyl)(1,1-dimesityl-3-p-tolyl-1H-phosphireniuim-2-yl)borate dichloromethane n-pentane solvate",AB48CD15E36F_oP816_29_2a_96a_2a_30a_72a_2a:B-C-Cl-F-H-P
ABIMAB,"tris(Pentafluorophenyl)(1,1-dimesityl-3-p-tolyl-1H-phosphireniuim-2-yl)borate dichloromethane n-pentane solvate",AB48CD15E36F_oP816_29_2a_96a_2a_30a_72a_2a:B-C-Cl-F-H-P
ABIMAB,"tris(Pentafluorophenyl)(1,1-dimesityl-3-p-tolyl-1H-phosphireniuim-2-yl)borate dichloromethane n-pentane solvate",AB48CD15E36F_oP816_29_2a_96a_2a_30a_72a_2a:B-C-Cl-F-H-P
ABIMAB,"tris(Pentafluorophenyl)(1,1-dimesityl-3-p-tolyl-1H-phosphireniuim-2-yl)borate dichloromethane n-pentane solvate",AB48CD15E36F_oP816_29_2a_96a_2a_30a_72a_2a:B-C-Cl-F-H-P
ABIMAZ,4-Acetylamino-2-bromo-5-isopropyl-1-methylimidazole,AB9C3D_oP56_19_a_9a_3a_a:Br-C-N-O
ABIMAZ,4-Acetylamino-2-bromo-5-isopropyl-1-methylimidazole,AB9C3D_oP56_19_a_9a_3a_a:Br-C-N-O
ABIMAZ,4-Acetylamino-2-bromo-5-isopropyl-1-methylimidazole,AB9C3D_oP56_19_a_9a_3a_a:Br-C-N-O
ABIMAZ,4-Acetylamino-2-bromo-5-isopropyl-1-methylimidazole,AB9C3D_oP56_19_a_9a_3a_a:Br-C-N-O
ABIMAZ,4-Acetylamino-2-bromo-5-isopropyl-1-methylimidazole,AB9C3D_oP56_19_a_9a_3a_a:Br-C-N-O
ABIMEH,"4,4',4'',4'''-[tricyclo[8.2.2.24,7]hexadeca-1(12),4,6,10,13,15-hexaene-5,6,11,12-tetrayl]tetrabenzaldehyde dichloromethane solvate",A23B2C18D2_mP180_14_23e_2e_18e_2e:C-Cl-H-O
ABIMEH,"4,4',4'',4'''-[tricyclo[8.2.2.24,7]hexadeca-1(12),4,6,10,13,15-hexaene-5,6,11,12-tetrayl]tetrabenzaldehyde dichloromethane solvate",A23B2C18D2_mP180_14_23e_2e_18e_2e:C-Cl-H-O
ABIMEH,"4,4',4'',4'''-[tricyclo[8.2.2.24,7]hexadeca-1(12),4,6,10,13,15-hexaene-5,6,11,12-tetrayl]tetrabenzaldehyde dichloromethane solvate",A23B2C18D2_mP180_14_23e_2e_18e_2e:C-Cl-H-O
ABIMIL,t-butyl 2-(cyclohexylcarbamoyl)-4-hydroxypyrrolidine-1-carboxylate,A8B14CD2_oP200_19_16a_28a_2a_4a:C-H-N-O
ABIMIL,t-butyl 2-(cyclohexylcarbamoyl)-4-hydroxypyrrolidine-1-carboxylate,A8B14CD2_oP200_19_16a_28a_2a_4a:C-H-N-O
ABIMIL,t-butyl 2-(cyclohexylcarbamoyl)-4-hydroxypyrrolidine-1-carboxylate,A8B14CD2_oP200_19_16a_28a_2a_4a:C-H-N-O
ABIMIL,t-butyl 2-(cyclohexylcarbamoyl)-4-hydroxypyrrolidine-1-carboxylate,A8B14CD2_oP200_19_16a_28a_2a_4a:C-H-N-O
ABIMIL,t-butyl 2-(cyclohexylcarbamoyl)-4-hydroxypyrrolidine-1-carboxylate,A8B14CD2_oP200_19_16a_28a_2a_4a:C-H-N-O
ABIMIL,t-butyl 2-(cyclohexylcarbamoyl)-4-hydroxypyrrolidine-1-carboxylate,A8B14CD2_oP200_19_16a_28a_2a_4a:C-H-N-O
ABIMIL,t-butyl 2-(cyclohexylcarbamoyl)-4-hydroxypyrrolidine-1-carboxylate,A8B14CD2_oP200_19_16a_28a_2a_4a:C-H-N-O
ABIMIL,t-butyl 2-(cyclohexylcarbamoyl)-4-hydroxypyrrolidine-1-carboxylate,A8B14CD2_oP200_19_16a_28a_2a_4a:C-H-N-O
ABIMIL,t-butyl 2-(cyclohexylcarbamoyl)-4-hydroxypyrrolidine-1-carboxylate,A8B14CD2_oP200_19_16a_28a_2a_4a:C-H-N-O
ABIMIL,t-butyl 2-(cyclohexylcarbamoyl)-4-hydroxypyrrolidine-1-carboxylate,A8B14CD2_oP200_19_16a_28a_2a_4a:C-H-N-O
ABIMIL,t-butyl 2-(cyclohexylcarbamoyl)-4-hydroxypyrrolidine-1-carboxylate,A8B14CD2_oP200_19_16a_28a_2a_4a:C-H-N-O
ABIMIL,t-butyl 2-(cyclohexylcarbamoyl)-4-hydroxypyrrolidine-1-carboxylate,A8B14CD2_oP200_19_16a_28a_2a_4a:C-H-N-O
ABIMIL,t-butyl 2-(cyclohexylcarbamoyl)-4-hydroxypyrrolidine-1-carboxylate,A8B14CD2_oP200_19_16a_28a_2a_4a:C-H-N-O
ABIMIL,t-butyl 2-(cyclohexylcarbamoyl)-4-hydroxypyrrolidine-1-carboxylate,A8B14CD2_oP200_19_16a_28a_2a_4a:C-H-N-O
ABIMON,"9,10-Trimethylene-flavin formic acid solvate",A7B6C2D2_aP68_2_14i_12i_4i_4i:C-H-N-O
ABIMON,"9,10-Trimethylene-flavin formic acid solvate",A7B6C2D2_aP68_2_14i_12i_4i_4i:C-H-N-O
ABIMON,"9,10-Trimethylene-flavin formic acid solvate",A7B6C2D2_aP68_2_14i_12i_4i_4i:C-H-N-O
ABIMOR,2-benzyl-N-cyclohexyl-3-oxooctahydro-1H-isoindole-1-carboxamide,A11B15CD_aP112_2_22i_30i_2i_2i:C-H-N-O
ABIMOR,2-benzyl-N-cyclohexyl-3-oxooctahydro-1H-isoindole-1-carboxamide,A11B15CD_aP112_2_22i_30i_2i_2i:C-H-N-O
ABIMOR,2-benzyl-N-cyclohexyl-3-oxooctahydro-1H-isoindole-1-carboxamide,A11B15CD_aP112_2_22i_30i_2i_2i:C-H-N-O
ABIMOR,2-benzyl-N-cyclohexyl-3-oxooctahydro-1H-isoindole-1-carboxamide,A11B15CD_aP112_2_22i_30i_2i_2i:C-H-N-O
ABIMOR,2-benzyl-N-cyclohexyl-3-oxooctahydro-1H-isoindole-1-carboxamide,A11B15CD_aP112_2_22i_30i_2i_2i:C-H-N-O
ABIMOR,2-benzyl-N-cyclohexyl-3-oxooctahydro-1H-isoindole-1-carboxamide,A11B15CD_aP112_2_22i_30i_2i_2i:C-H-N-O
ABIMOR,2-benzyl-N-cyclohexyl-3-oxooctahydro-1H-isoindole-1-carboxamide,A11B15CD_aP112_2_22i_30i_2i_2i:C-H-N-O
ABIMOR,2-benzyl-N-cyclohexyl-3-oxooctahydro-1H-isoindole-1-carboxamide,A11B15CD_aP112_2_22i_30i_2i_2i:C-H-N-O
ABIMOR,2-benzyl-N-cyclohexyl-3-oxooctahydro-1H-isoindole-1-carboxamide,A11B15CD_aP112_2_22i_30i_2i_2i:C-H-N-O
ABIMOR,2-benzyl-N-cyclohexyl-3-oxooctahydro-1H-isoindole-1-carboxamide,A11B15CD_aP112_2_22i_30i_2i_2i:C-H-N-O
ABIMOR,2-benzyl-N-cyclohexyl-3-oxooctahydro-1H-isoindole-1-carboxamide,A11B15CD_aP112_2_22i_30i_2i_2i:C-H-N-O
ABIMOR,2-benzyl-N-cyclohexyl-3-oxooctahydro-1H-isoindole-1-carboxamide,A11B15CD_aP112_2_22i_30i_2i_2i:C-H-N-O
ABIMOR,2-benzyl-N-cyclohexyl-3-oxooctahydro-1H-isoindole-1-carboxamide,A11B15CD_aP112_2_22i_30i_2i_2i:C-H-N-O
ABIMOR,2-benzyl-N-cyclohexyl-3-oxooctahydro-1H-isoindole-1-carboxamide,A11B15CD_aP112_2_22i_30i_2i_2i:C-H-N-O
ABIMUT,(1-(2-Hydroxy-(1'R)-phenylethyl)-5-oxopyrrolidin-(2R)-yl)phosphonic acid dimethyl ether,A14B20CD5E_mP82_4_14a_20a_a_5a_a:C-H-N-O-P
ABIMUT,(1-(2-Hydroxy-(1'R)-phenylethyl)-5-oxopyrrolidin-(2R)-yl)phosphonic acid dimethyl ether,A14B20CD5E_mP82_4_14a_20a_a_5a_a:C-H-N-O-P
ABIMUT,(1-(2-Hydroxy-(1'R)-phenylethyl)-5-oxopyrrolidin-(2R)-yl)phosphonic acid dimethyl ether,A14B20CD5E_mP82_4_14a_20a_a_5a_a:C-H-N-O-P
ABIMUT,(1-(2-Hydroxy-(1'R)-phenylethyl)-5-oxopyrrolidin-(2R)-yl)phosphonic acid dimethyl ether,A14B20CD5E_mP82_4_14a_20a_a_5a_a:C-H-N-O-P
ABIMUT,(1-(2-Hydroxy-(1'R)-phenylethyl)-5-oxopyrrolidin-(2R)-yl)phosphonic acid dimethyl ether,A14B20CD5E_mP82_4_14a_20a_a_5a_a:C-H-N-O-P
ABIMUT,(1-(2-Hydroxy-(1'R)-phenylethyl)-5-oxopyrrolidin-(2R)-yl)phosphonic acid dimethyl ether,A14B20CD5E_mP82_4_14a_20a_a_5a_a:C-H-N-O-P
ABIMUT,(1-(2-Hydroxy-(1'R)-phenylethyl)-5-oxopyrrolidin-(2R)-yl)phosphonic acid dimethyl ether,A14B20CD5E_mP82_4_14a_20a_a_5a_a:C-H-N-O-P
ABIMUW,"rac-5,7,11,13,19,21,25,27,30,32,36,38-dodecaaza-6,12,20,26,31,37(1,2)-hexacyclohexana-1,3,9,15,17,23(1,3,5),2,16,24(1,4)-nonabenzenatetracyclo[15.11.5.53,15.19,23]nonatriacontaphane-4,7,10,13,18,21,24,27,29,32,35,38-dodecane hydrate",A102B102C12D_hR1302_148_34f_34f_4f_ab:C-H-N-O
ABIMUW,"rac-5,7,11,13,19,21,25,27,30,32,36,38-dodecaaza-6,12,20,26,31,37(1,2)-hexacyclohexana-1,3,9,15,17,23(1,3,5),2,16,24(1,4)-nonabenzenatetracyclo[15.11.5.53,15.19,23]nonatriacontaphane-4,7,10,13,18,21,24,27,29,32,35,38-dodecane hydrate",A102B102C12D_hR1302_148_34f_34f_4f_ab:C-H-N-O
ABIMUW,"rac-5,7,11,13,19,21,25,27,30,32,36,38-dodecaaza-6,12,20,26,31,37(1,2)-hexacyclohexana-1,3,9,15,17,23(1,3,5),2,16,24(1,4)-nonabenzenatetracyclo[15.11.5.53,15.19,23]nonatriacontaphane-4,7,10,13,18,21,24,27,29,32,35,38-dodecane hydrate",A102B102C12D_hR1302_148_34f_34f_4f_ab:C-H-N-O
ABIMUW,"rac-5,7,11,13,19,21,25,27,30,32,36,38-dodecaaza-6,12,20,26,31,37(1,2)-hexacyclohexana-1,3,9,15,17,23(1,3,5),2,16,24(1,4)-nonabenzenatetracyclo[15.11.5.53,15.19,23]nonatriacontaphane-4,7,10,13,18,21,24,27,29,32,35,38-dodecane hydrate",A102B102C12D_hR1302_148_34f_34f_4f_ab:C-H-N-O
ABIMUW,"rac-5,7,11,13,19,21,25,27,30,32,36,38-dodecaaza-6,12,20,26,31,37(1,2)-hexacyclohexana-1,3,9,15,17,23(1,3,5),2,16,24(1,4)-nonabenzenatetracyclo[15.11.5.53,15.19,23]nonatriacontaphane-4,7,10,13,18,21,24,27,29,32,35,38-dodecane hydrate",A102B102C12D_hR1302_148_34f_34f_4f_ab:C-H-N-O
ABIMUW,"rac-5,7,11,13,19,21,25,27,30,32,36,38-dodecaaza-6,12,20,26,31,37(1,2)-hexacyclohexana-1,3,9,15,17,23(1,3,5),2,16,24(1,4)-nonabenzenatetracyclo[15.11.5.53,15.19,23]nonatriacontaphane-4,7,10,13,18,21,24,27,29,32,35,38-dodecane hydrate",A102B102C12D_hR1302_148_34f_34f_4f_ab:C-H-N-O
ABIMUW,"rac-5,7,11,13,19,21,25,27,30,32,36,38-dodecaaza-6,12,20,26,31,37(1,2)-hexacyclohexana-1,3,9,15,17,23(1,3,5),2,16,24(1,4)-nonabenzenatetracyclo[15.11.5.53,15.19,23]nonatriacontaphane-4,7,10,13,18,21,24,27,29,32,35,38-dodecane hydrate",A102B102C12D_hR1302_148_34f_34f_4f_ab:C-H-N-O
ABIMUW,"rac-5,7,11,13,19,21,25,27,30,32,36,38-dodecaaza-6,12,20,26,31,37(1,2)-hexacyclohexana-1,3,9,15,17,23(1,3,5),2,16,24(1,4)-nonabenzenatetracyclo[15.11.5.53,15.19,23]nonatriacontaphane-4,7,10,13,18,21,24,27,29,32,35,38-dodecane hydrate",A102B102C12D_hR1302_148_34f_34f_4f_ab:C-H-N-O
ABIMUW,"rac-5,7,11,13,19,21,25,27,30,32,36,38-dodecaaza-6,12,20,26,31,37(1,2)-hexacyclohexana-1,3,9,15,17,23(1,3,5),2,16,24(1,4)-nonabenzenatetracyclo[15.11.5.53,15.19,23]nonatriacontaphane-4,7,10,13,18,21,24,27,29,32,35,38-dodecane hydrate",A102B102C12D_hR1302_148_34f_34f_4f_ab:C-H-N-O
ABIMUW,"rac-5,7,11,13,19,21,25,27,30,32,36,38-dodecaaza-6,12,20,26,31,37(1,2)-hexacyclohexana-1,3,9,15,17,23(1,3,5),2,16,24(1,4)-nonabenzenatetracyclo[15.11.5.53,15.19,23]nonatriacontaphane-4,7,10,13,18,21,24,27,29,32,35,38-dodecane hydrate",A102B102C12D_hR1302_148_34f_34f_4f_ab:C-H-N-O
ABIMUW,"rac-5,7,11,13,19,21,25,27,30,32,36,38-dodecaaza-6,12,20,26,31,37(1,2)-hexacyclohexana-1,3,9,15,17,23(1,3,5),2,16,24(1,4)-nonabenzenatetracyclo[15.11.5.53,15.19,23]nonatriacontaphane-4,7,10,13,18,21,24,27,29,32,35,38-dodecane hydrate",A102B102C12D_hR1302_148_34f_34f_4f_ab:C-H-N-O
ABIMUW,"rac-5,7,11,13,19,21,25,27,30,32,36,38-dodecaaza-6,12,20,26,31,37(1,2)-hexacyclohexana-1,3,9,15,17,23(1,3,5),2,16,24(1,4)-nonabenzenatetracyclo[15.11.5.53,15.19,23]nonatriacontaphane-4,7,10,13,18,21,24,27,29,32,35,38-dodecane hydrate",A102B102C12D_hR1302_148_34f_34f_4f_ab:C-H-N-O
ABIMUX,t-butyl 5-(t-butylcarbamoyl)-3-hydroxy-2-phenylpyrrolidine-1-carboxylate,A10B15CD2_mP224_14_20e_30e_2e_4e:C-H-N-O
ABIMUX,t-butyl 5-(t-butylcarbamoyl)-3-hydroxy-2-phenylpyrrolidine-1-carboxylate,A10B15CD2_mP224_14_20e_30e_2e_4e:C-H-N-O
ABIMUX,t-butyl 5-(t-butylcarbamoyl)-3-hydroxy-2-phenylpyrrolidine-1-carboxylate,A10B15CD2_mP224_14_20e_30e_2e_4e:C-H-N-O
ABIMUX,t-butyl 5-(t-butylcarbamoyl)-3-hydroxy-2-phenylpyrrolidine-1-carboxylate,A10B15CD2_mP224_14_20e_30e_2e_4e:C-H-N-O
ABIMUX,t-butyl 5-(t-butylcarbamoyl)-3-hydroxy-2-phenylpyrrolidine-1-carboxylate,A10B15CD2_mP224_14_20e_30e_2e_4e:C-H-N-O
ABIMUX,t-butyl 5-(t-butylcarbamoyl)-3-hydroxy-2-phenylpyrrolidine-1-carboxylate,A10B15CD2_mP224_14_20e_30e_2e_4e:C-H-N-O
ABIMUX,t-butyl 5-(t-butylcarbamoyl)-3-hydroxy-2-phenylpyrrolidine-1-carboxylate,A10B15CD2_mP224_14_20e_30e_2e_4e:C-H-N-O
ABIMUX,t-butyl 5-(t-butylcarbamoyl)-3-hydroxy-2-phenylpyrrolidine-1-carboxylate,A10B15CD2_mP224_14_20e_30e_2e_4e:C-H-N-O
ABIMUX,t-butyl 5-(t-butylcarbamoyl)-3-hydroxy-2-phenylpyrrolidine-1-carboxylate,A10B15CD2_mP224_14_20e_30e_2e_4e:C-H-N-O
ABIMUX,t-butyl 5-(t-butylcarbamoyl)-3-hydroxy-2-phenylpyrrolidine-1-carboxylate,A10B15CD2_mP224_14_20e_30e_2e_4e:C-H-N-O
ABIMUX,t-butyl 5-(t-butylcarbamoyl)-3-hydroxy-2-phenylpyrrolidine-1-carboxylate,A10B15CD2_mP224_14_20e_30e_2e_4e:C-H-N-O
